nim,nama_mhs,kode_mk,nama_mk,sks,nidn_dosen,nama_dosen,nohp_mhs
202000060,Karsa Padmasari,SI075,Interaksi Manusia dan Komputer,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0821-6763-2016
202000962,Erik Mandala,SI011,Blockchain Technology,4,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0857-5760-2437
202000284,Tari Usada,SI079,Sistem Pendukung Keputusan,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0811-5685-6624
202000565,Viktor Sinaga,SI041,Quantum Computing Intro,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0811-0981-8063
202000977,Budi Kusumo,SI009,Aljabar Linear,2,0100000047,"Edison Sudiati, S.T., M.Eng.",0823-5626-0602
202000452,Gading Habibi,SI024,E-Commerce Strategy,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0852-2290-3494
202000265,Rendy Simbolon,SI099,Reinforcement Learning,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0856-9045-3017
202000806,Kasim Wastuti,SI036,Pengembangan Aplikasi Mobile,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0857-9298-3168
202000266,Reksa Sihombing,SI064,Smart City,2,0100000010,"Dr. Langgeng Pangestu, S.Kom., M.Kom.",0822-2684-1459
202000131,Safina Januar,SI030,Business Intelligence,2,0100000040,"Ir. Paris Fujiati, S.T., M.T.",0858-2145-6232
202000646,Gara Pangestu,SI023,Keamanan Informasi,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0852-5585-5665
202000151,Kenzie Anggraini,SI080,Manajemen Proyek TI,2,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0851-1183-6736
202000672,Lukita Yulianti,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0852-6205-5543
202000239,Maryadi Setiawan,SI015,Reinforcement Learning,3,0100000014,"Raden Palastri, S.Kom., M.MSI",0822-9912-1655
202000671,Rahmi Hariyah,SI005,Komputasi Serverless,4,0100000019,"Talia Sitompul, S.Kom., M.T.",0853-7800-3845
202000189,Galih Farida,SI088,Aljabar Linear,3,0100000001,"Mulya Mansur, S.T., M.T.",0856-4738-3473
202000519,Zulfa Lailasari,SI057,Data Mining,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0857-5554-3987
202000594,Rahmi Januar,SI041,Quantum Computing Intro,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0851-4729-2931
202000043,Gangsa Nasyidah,SI071,Robotika Dasar,2,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0813-7868-0112
202000735,Dono Saefullah,SI030,Business Intelligence,2,0100000040,"Ir. Paris Fujiati, S.T., M.T.",0852-6153-9669
202000063,Ismail Mandala,SI092,Digital Marketing,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0851-8727-7434
202000266,Reksa Sihombing,SI033,Internet of Things (IoT),4,0100000026,"Dr. Oman Maryati, S.T., M.T.",0822-2684-1459
202000017,Zelda Anggraini,SI087,Virtual Reality,3,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0811-4828-1489
202000866,Cinthia Hidayanto,SI046,Arsitektur Microservices,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0823-4801-5716
202000554,Cahyono Saefullah,SI092,Digital Marketing,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0811-3029-9228
202000046,Kayun Uyainah,SI077,E-Commerce Strategy,3,0100000036,"Dr. Simon Marbun, S.T., M.Eng.",0851-9232-2602
202000241,Nardi Yuniar,SI045,Arsitektur Komputer,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0811-0257-8729
202000112,Jagaraga Rahmawati,SI010,Pemrograman Lintas Platform,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0858-4677-3782
202000520,Koko Wijayanti,SI057,Data Mining,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0853-0157-3993
202000116,Cahya Firmansyah,SI066,Sistem Tertanam,2,0100000034,"Lantar Samosir, S.Kom., M.T.",0823-3396-3605
202000080,Adiarja Saptono,SI031,Metodologi Agile,3,0100000024,"Hardi Mandasari, S.Kom., M.Kom.",0857-7262-8498
202000209,Karna Marpaung,SI042,Kecerdasan Buatan,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0856-2845-1154
202000585,Maryadi Wulandari,SI048,Web Development Lanjut,3,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0821-9423-7333
202000850,Harto Natsir,SI088,Aljabar Linear,3,0100000001,"Mulya Mansur, S.T., M.T.",0857-2192-8554
202000426,Febi Situmorang,SI010,Pemrograman Lintas Platform,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0823-3368-8444
202000658,Paiman Budiman,SI055,Digital Marketing,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0823-1790-8641
202000897,Prasetyo Suryono,SI037,Desain API,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0822-2493-6312
202000147,Rama Halim,SI004,Augmented Reality,4,0100000014,"Raden Palastri, S.Kom., M.MSI",0852-8390-8470
202000335,Purwadi Andriani,SI078,Cloud Computing,2,0100000007,"Rina Najmudin, M.Kom., Ph.D.",0853-6736-2266
202000808,Anita Novitasari,SI047,Cyber Security,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0821-5693-9290
202000344,Warji Mahendra,SI053,Analisis Desain Sistem,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0823-0723-6887
202000919,Galak Hutagalung,SI084,Logika Fuzzy,4,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0812-0867-7133
202000384,Dimas Pratiwi,SI061,Sistem Pakar,3,0100000023,"Prof. Dr. Prasetyo Sirait, S.Kom., M.MSI",0856-5180-2380
202000966,Patricia Ardianto,SI038,Sistem Informasi Manajemen,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0812-6743-3800
202000637,Titin Zulaika,SI004,Augmented Reality,4,0100000014,"Raden Palastri, S.Kom., M.MSI",0822-5651-1810
202000165,Cahya Wulandari,SI048,Web Development Lanjut,3,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0856-0034-3244
202000046,Kayun Uyainah,SI038,Sistem Informasi Manajemen,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0851-9232-2602
202000953,Umay Tampubolon,SI020,Sistem Terdistribusi,4,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0857-9749-9564
202000934,Farhunnisa Permadi,SI076,Teknik Kompilasi,4,0100000038,"Nardi Hassanah, S.T., M.Eng.",0813-8499-3908
202000027,Candrakanta Puspasari,SI014,Digital Forensics,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0852-0106-5133
202000624,Jasmani Wibowo,SI028,Software Testing,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0852-1837-6452
202000828,Karimah Waskita,SI041,Quantum Computing Intro,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0858-2231-0592
202000524,Johan Sinaga,SI092,Digital Marketing,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0821-3613-8612
202000800,Samsul Laksita,SI095,Game Development,4,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0858-7995-6353
202000521,Rama Pudjiastuti,SI075,Interaksi Manusia dan Komputer,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0811-5616-4840
202000730,Simon Kurniawan,SI045,Arsitektur Komputer,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0852-3329-4562
202000963,Bahuwarna Suwarno,SI028,Software Testing,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0823-7383-9597
202000388,Cahyo Mayasari,SI075,Interaksi Manusia dan Komputer,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0811-3850-5064
202000034,Jaka Januar,SI085,Semantic Web,3,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0813-1913-6193
202000744,Samiah Puspasari,SI020,Sistem Terdistribusi,4,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0858-6666-8327
202000391,Ana Kurniawan,SI098,Audit Sistem Informasi,3,0100000013,"Lukman Mulyani, S.T., M.Eng.",0812-8261-9906
202000665,Darijan Wulandari,SI011,Blockchain Technology,4,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0823-1477-0538
202000979,Gabriella Budiyanto,SI010,Pemrograman Lintas Platform,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0823-0489-2673
202000982,Edward Siregar,SI029,Audit Sistem Informasi,4,0100000046,"Prof. Dr. Galuh Dabukke, S.Si., M.Cs.",0812-8848-5200
202000579,Edward Wasita,SI065,User Experience (UX) Design,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0856-0426-8181
202000589,Bagus Safitri,SI081,Cyber Security,3,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0851-3920-8678
202000562,Agnes Situmorang,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0811-6865-0863
202000429,Umaya Saputra,SI069,DevOps Engineering,2,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0811-3241-7146
202000751,Luis Widiastuti,SI016,Manajemen Proyek TI,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0858-1284-7818
202000868,Unggul Firgantoro,SI068,Grafika Komputer,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0851-3175-2071
202000818,Satya Natsir,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0823-5486-4015
202000622,Hasta Winarno,SI061,Sistem Pakar,3,0100000023,"Prof. Dr. Prasetyo Sirait, S.Kom., M.MSI",0811-4618-7234
202000676,Azalea Latupono,SI068,Grafika Komputer,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0853-2329-8324
202000533,Baktiono Putra,SI057,Data Mining,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0857-8222-3943
202000325,Ikhsan Haryanto,SI035,Sistem Pendukung Keputusan,3,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0857-7243-4266
202000200,Imam Siregar,SI074,Jaringan Syaraf Tiruan,4,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0811-9539-6218
202000301,Zulaikha Maryati,SI032,Jaringan Komputer,3,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0813-1182-3398
202000337,Novi Prasetya,SI032,Jaringan Komputer,3,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0821-4191-8255
202000819,Eka Wibowo,SI099,Reinforcement Learning,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0823-7788-1788
202000371,Okto Marbun,SI030,Business Intelligence,2,0100000040,"Ir. Paris Fujiati, S.T., M.T.",0823-2696-5827
202000467,Lintang Aryani,SI041,Quantum Computing Intro,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0856-6666-7600
202000767,Kezia Mayasari,SI015,Reinforcement Learning,3,0100000014,"Raden Palastri, S.Kom., M.MSI",0811-6181-7534
202000710,Jais Natsir,SI031,Metodologi Agile,3,0100000024,"Hardi Mandasari, S.Kom., M.Kom.",0853-8501-5569
202000456,Cakrajiya Permata,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0822-5444-3283
202000981,Kartika Permadi,SI053,Analisis Desain Sistem,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0811-8562-8843
202000371,Okto Marbun,SI011,Blockchain Technology,4,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0823-2696-5827
202000361,Ikin Yulianti,SI072,Big Data Analytics,2,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0857-4361-1037
202000518,Maryanto Zulkarnain,SI010,Pemrograman Lintas Platform,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0813-6886-1533
202000937,Violet Pertiwi,SI047,Cyber Security,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0812-7774-9050
202000670,Salimah Haryanto,SI062,ERP Systems,2,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0853-1579-8123
202000620,Yance Ramadan,SI030,Business Intelligence,2,0100000040,"Ir. Paris Fujiati, S.T., M.T.",0858-0312-0735
202000460,Cawisono Prayoga,SI054,Data Warehouse,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0822-1724-8251
202000236,Jaga Prasetyo,SI073,Kalkulus II,3,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0852-9748-0162
202000848,Jarwi Jailani,SI017,Struktur Data,4,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0823-7252-0456
202000948,Kairav Hutasoit,SI069,DevOps Engineering,2,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0812-7945-4918
202000251,Nilam Melani,SI100,DevOps Engineering,3,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0821-4437-5758
202000932,Oliva Suryono,SI053,Analisis Desain Sistem,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0851-1707-5877
202000691,Yulia Uwais,SI075,Interaksi Manusia dan Komputer,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0813-7937-1452
202000682,Salman Rahmawati,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0852-5267-7223
202000621,Vino Sihombing,SI034,Statistika Probabilitas,3,0100000037,"Yance Handayani, Ph.D.",0851-4757-0512
202000815,Kajen Siregar,SI037,Desain API,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0823-0850-1657
202000350,Sabri Mansur,SI041,Quantum Computing Intro,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0821-9596-2923
202000121,Ghaliyati Mustofa,SI011,Blockchain Technology,4,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0821-4316-1172
202000419,Umar Budiyanto,SI054,Data Warehouse,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0823-1355-2157
202000518,Maryanto Zulkarnain,SI019,Basis Data,4,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0813-6886-1533
202000590,Cahyo Prakasa,SI064,Smart City,2,0100000010,"Dr. Langgeng Pangestu, S.Kom., M.Kom.",0811-8562-7187
202000648,Opan Nuraini,SI099,Reinforcement Learning,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0852-7600-4908
202000203,Aisyah Ramadan,SI024,E-Commerce Strategy,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0821-1952-0585
202000898,Johan Wahyuni,SI059,Sistem Operasi,3,0100000034,"Lantar Samosir, S.Kom., M.T.",0821-0347-7866
202000016,Adinata Manullang,SI022,Mobile Programming,4,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0857-8451-4627
202000124,Warsita Wasita,SI054,Data Warehouse,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0812-9693-7923
202000270,Victoria Natsir,SI098,Audit Sistem Informasi,3,0100000013,"Lukman Mulyani, S.T., M.Eng.",0821-9822-5871
202000568,Jarwa Zulkarnain,SI092,Digital Marketing,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0851-8872-5887
202000953,Umay Tampubolon,SI061,Sistem Pakar,3,0100000023,"Prof. Dr. Prasetyo Sirait, S.Kom., M.MSI",0857-9749-9564
202000761,Umi Maheswara,SI013,Ethical Hacking,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0856-5041-0276
202000130,Vanesa Yolanda,SI005,Komputasi Serverless,4,0100000019,"Talia Sitompul, S.Kom., M.T.",0822-2104-7095
202000854,Aurora Hariyah,SI056,Machine Learning,2,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0858-1671-1207
202000025,Vega Nasyiah,SI089,Jaringan Syaraf Tiruan,3,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0822-7382-9973
202000171,Salman Wahyuni,SI010,Pemrograman Lintas Platform,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0851-4535-2181
202000136,Usman Mandala,SI066,Sistem Tertanam,2,0100000034,"Lantar Samosir, S.Kom., M.T.",0856-8593-1746
202000888,Galiono Utama,SI068,Grafika Komputer,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0823-7852-9456
202000941,Raihan Marpaung,SI050,Bioinformatika,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0822-2147-6492
202000926,Gaiman Marpaung,SI055,Digital Marketing,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0822-6528-0924
202000363,Bajragin Dabukke,SI017,Struktur Data,4,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0812-6271-3611
202000412,Kusuma Puspita,SI090,Sistem Pakar,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0821-9308-7059
202000571,Prasetyo Wijayanti,SI031,Metodologi Agile,3,0100000024,"Hardi Mandasari, S.Kom., M.Kom.",0858-0260-1279
202000730,Simon Kurniawan,SI038,Sistem Informasi Manajemen,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0852-3329-4562
202000122,Kamila Permata,SI044,Komputasi Paralel,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0858-4005-0455
202000919,Galak Hutagalung,SI044,Komputasi Paralel,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0812-0867-7133
202000606,Oni Wibowo,SI078,Cloud Computing,2,0100000007,"Rina Najmudin, M.Kom., Ph.D.",0851-1117-8006
202000632,Kemal Pradana,SI014,Digital Forensics,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0822-8739-2855
202000740,Lanjar Hasanah,SI006,Pemrograman Web,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0851-9973-3549
202000076,Kasusra Yuniar,SI095,Game Development,4,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0856-9124-1904
202000943,Enteng Ramadan,SI046,Arsitektur Microservices,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0822-9961-6592
202000973,Luhung Maheswara,SI058,Visualisasi Data,3,0100000026,"Dr. Oman Maryati, S.T., M.T.",0813-1376-0375
202000933,Usman Pradipta,SI053,Analisis Desain Sistem,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0852-1215-1342
202000646,Gara Pangestu,SI058,Visualisasi Data,3,0100000026,"Dr. Oman Maryati, S.T., M.T.",0852-5585-5665
202000759,Lidya Purwanti,SI056,Machine Learning,2,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0822-3728-0512
202000297,Jinawi Maulana,SI097,Arsitektur Microservices,3,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0853-0100-6231
202000489,Emin Santoso,SI090,Sistem Pakar,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0853-9163-7562
202000138,Kalim Hariyah,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0853-2675-8692
202000188,Okta Suryono,SI093,Jaringan Komputer,4,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0858-9270-6537
202000785,Tira Wacana,SI076,Teknik Kompilasi,4,0100000038,"Nardi Hassanah, S.T., M.Eng.",0857-0790-3202
202000939,Kardi Wibowo,SI066,Sistem Tertanam,2,0100000034,"Lantar Samosir, S.Kom., M.T.",0823-0189-6164
202000086,Gaduh Wahyudin,SI020,Sistem Terdistribusi,4,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0821-6349-5788
202000918,Jabal Mandala,SI001,Pengolahan Citra Digital,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0856-6942-1529
202000608,Jaya Mandasari,SI076,Teknik Kompilasi,4,0100000038,"Nardi Hassanah, S.T., M.Eng.",0821-3472-2820
202000379,Cakrawangsa Rahayu,SI087,Virtual Reality,3,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0823-6481-4917
202000665,Darijan Wulandari,SI059,Sistem Operasi,3,0100000034,"Lantar Samosir, S.Kom., M.T.",0823-1477-0538
202000389,Salimah Siregar,SI042,Kecerdasan Buatan,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0812-3836-7024
202000450,Wakiman Kuswandari,SI023,Keamanan Informasi,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0813-4140-6029
202000521,Rama Pudjiastuti,SI093,Jaringan Komputer,4,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0811-5616-4840
202000603,Juli Zulaika,SI036,Pengembangan Aplikasi Mobile,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0812-2535-5449
202000968,Kambali Pratama,SI099,Reinforcement Learning,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0851-1931-8374
202000100,Karta Nuraini,SI030,Business Intelligence,2,0100000040,"Ir. Paris Fujiati, S.T., M.T.",0853-3242-1024
202000305,Emas Hariyah,SI064,Smart City,2,0100000010,"Dr. Langgeng Pangestu, S.Kom., M.Kom.",0856-1803-3974
202000350,Sabri Mansur,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0821-9596-2923
202000578,Vino Budiman,SI067,Rekayasa Perangkat Lunak,2,0100000016,"Bagya Yuliarti, S.T., M.T.",0856-5543-9376
202000919,Galak Hutagalung,SI068,Grafika Komputer,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0812-0867-7133
202000594,Rahmi Januar,SI066,Sistem Tertanam,2,0100000034,"Lantar Samosir, S.Kom., M.T.",0851-4729-2931
202000865,Balidin Thamrin,SI055,Digital Marketing,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0851-1517-1827
202000293,Radit Usamah,SI042,Kecerdasan Buatan,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0851-0932-0489
202000394,Gaduh Fujiati,SI041,Quantum Computing Intro,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0812-2775-6185
202000776,Paramita Wulandari,SI023,Keamanan Informasi,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0822-2569-0877
202000977,Budi Kusumo,SI019,Basis Data,4,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0823-5626-0602
202000043,Gangsa Nasyidah,SI095,Game Development,4,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0813-7868-0112
202000904,Zelaya Wijayanti,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0851-3212-3476
202000216,Indah Maulana,SI056,Machine Learning,2,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0853-1447-3947
202000532,Queen Handayani,SI036,Pengembangan Aplikasi Mobile,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0851-8814-3536
202000589,Bagus Safitri,SI079,Sistem Pendukung Keputusan,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0851-3920-8678
202000322,Enteng Maryadi,SI013,Ethical Hacking,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0823-2654-7935
202000356,Prabu Setiawan,SI037,Desain API,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0858-1751-8636
202000170,Pia Hutapea,SI016,Manajemen Proyek TI,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0812-6136-9681
202000295,Zamira Winarno,SI036,Pengembangan Aplikasi Mobile,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0821-7854-7772
202000499,Caraka Rahimah,SI057,Data Mining,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0856-3316-3735
202000230,Jamal Santoso,SI022,Mobile Programming,4,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0852-7359-2555
202000296,Alika Wacana,SI034,Statistika Probabilitas,3,0100000037,"Yance Handayani, Ph.D.",0858-5228-7280
202000621,Vino Sihombing,SI097,Arsitektur Microservices,3,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0851-4757-0512
202000109,Ihsan Haryanto,SI030,Business Intelligence,2,0100000040,"Ir. Paris Fujiati, S.T., M.T.",0811-3482-4771
202000683,Galak Agustina,SI036,Pengembangan Aplikasi Mobile,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0821-0604-6333
202000145,Rahmat Laksita,SI013,Ethical Hacking,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0821-9502-4026
202000212,Ajiman Kusumo,SI071,Robotika Dasar,2,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0853-2029-7021
202000859,Mariadi Utami,SI066,Sistem Tertanam,2,0100000034,"Lantar Samosir, S.Kom., M.T.",0812-4014-0119
202000773,Kalim Pertiwi,SI022,Mobile Programming,4,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0856-6271-2863
202000029,Puji Tarihoran,SI077,E-Commerce Strategy,3,0100000036,"Dr. Simon Marbun, S.T., M.Eng.",0812-7810-8013
202000925,Michelle Waluyo,SI006,Pemrograman Web,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0823-9900-4896
202000983,Sidiq Adriansyah,SI070,Pemrograman Mikrokontroler,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0853-9434-6810
202000551,Elvin Winarno,SI025,Virtual Reality,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0853-2723-1843
202000007,Surya Firmansyah,SI063,Computer Vision,4,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0823-9310-3413
202000853,Garang Utami,SI004,Augmented Reality,4,0100000014,"Raden Palastri, S.Kom., M.MSI",0813-8338-9888
202000379,Cakrawangsa Rahayu,SI027,Penjaminan Mutu Software,3,0100000013,"Lukman Mulyani, S.T., M.Eng.",0823-6481-4917
202000289,Emil Dongoran,SI074,Jaringan Syaraf Tiruan,4,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0858-8373-5403
202000437,Maria Novitasari,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0822-5116-8685
202000456,Cakrajiya Permata,SI067,Rekayasa Perangkat Lunak,2,0100000016,"Bagya Yuliarti, S.T., M.T.",0822-5444-3283
202000130,Vanesa Yolanda,SI059,Sistem Operasi,3,0100000034,"Lantar Samosir, S.Kom., M.T.",0822-2104-7095
202000303,Ifa Prayoga,SI015,Reinforcement Learning,3,0100000014,"Raden Palastri, S.Kom., M.MSI",0821-3410-1666
202000734,Ega Haryanto,SI091,Rekayasa Perangkat Lunak,2,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0852-6963-9382
202000942,Heru Suartini,SI016,Manajemen Proyek TI,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0823-1583-7767
202000456,Cakrajiya Permata,SI056,Machine Learning,2,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0822-5444-3283
202000506,Vanya Santoso,SI034,Statistika Probabilitas,3,0100000037,"Yance Handayani, Ph.D.",0858-2885-1587
202000089,Nadia Sinaga,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0858-7498-9413
202000286,Cengkir Prakasa,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0811-8668-8263
202000685,Ana Susanti,SI015,Reinforcement Learning,3,0100000014,"Raden Palastri, S.Kom., M.MSI",0851-0965-6999
